event_id_MM252,start_time,end_time,duration_seconds,max_concentration,mean_concentration,num_measurements,date,sensor,event_id_MM261,event_id_MM262,event_id_MM263,event_id_MM264,event_id_MM256,event_id_MM211,event_id_CM861
,2014-04-17 01:23:56,2014-04-17 01:24:07,11.0,0.7,0.7,10,2014-04-17,MM256,,,,,692.0,,
,2014-04-17 01:45:12,2014-04-17 01:47:55,163.0,0.8,0.7621951219512195,164,2014-04-17,MM256,,,,,693.0,,
,2014-04-17 01:51:16,2014-04-17 01:55:59,283.0,0.8,0.745774647887324,284,2014-04-17,MM256,,,,,694.0,,
,2014-04-17 01:58:20,2014-04-17 02:02:35,255.0,0.8,0.7347826086956522,138,2014-04-17,MM256,,,,,695.0,,
,2014-04-17 02:04:46,2014-04-17 02:04:49,3.0,0.7,0.7,4,2014-04-17,MM256,,,,,696.0,,
,2014-04-17 03:46:47,2014-04-17 03:47:04,17.0,0.7,0.7,18,2014-04-17,MM256,,,,,697.0,,
,2014-04-17 04:00:07,2014-04-17 04:00:08,1.0,0.7,0.7,2,2014-04-17,MM256,,,,,698.0,,
,2014-04-17 04:15:15,2014-04-17 04:17:06,111.0,0.7,0.7,102,2014-04-17,MM256,,,,,699.0,,
,2014-04-17 04:19:09,2014-04-17 04:20:38,89.0,0.7,0.7,42,2014-04-17,MM256,,,,,700.0,,
,2014-04-17 04:40:27,2014-04-17 04:45:46,319.0,1.0,0.790625,320,2014-04-17,MM256,,,,,701.0,,
,2014-04-17 05:08:01,2014-04-17 05:08:08,7.0,0.7,0.7,8,2014-04-17,MM256,,,,,702.0,,
,2014-04-17 05:14:39,2014-04-17 05:19:16,277.0,0.7,0.7,162,2014-04-17,MM256,,,,,703.0,,
,2014-04-17 05:44:59,2014-04-17 05:53:26,507.0,0.9,0.7842519685039371,508,2014-04-17,MM256,,,,,704.0,,
,2014-04-17 05:56:47,2014-04-17 05:57:38,51.0,0.7,0.7,34,2014-04-17,MM256,,,,,705.0,,
,2014-04-17 06:00:00,2014-04-17 06:00:04,4.0,0.8,0.8,5,2014-04-17,MM256,,,,,706.0,,
,2014-04-17 06:05:21,2014-04-17 06:08:58,217.0,0.8,0.7185185185185184,216,2014-04-17,MM256,,,,,707.0,,
,2014-04-17 06:13:03,2014-04-17 06:13:54,51.0,0.7,0.7,50,2014-04-17,MM256,,,,,708.0,,
,2014-04-17 06:18:35,2014-04-17 06:18:42,7.0,0.7,0.7,8,2014-04-17,MM256,,,,,709.0,,
,2014-04-17 06:26:39,2014-04-17 07:08:40,2521.0,1.2,0.7746954076850985,2134,2014-04-17,MM256,,,,,710.0,,
,2014-04-17 07:10:51,2014-04-17 07:11:58,67.0,0.7,0.7,8,2014-04-17,MM256,,,,,711.0,,
,2014-04-17 07:14:33,2014-04-17 07:16:10,97.0,0.7,0.6999999999999998,6,2014-04-17,MM256,,,,,712.0,,
,2014-04-17 07:22:27,2014-04-17 07:22:28,1.0,0.7,0.7,2,2014-04-17,MM256,,,,,713.0,,
,2014-04-17 07:45:17,2014-04-17 12:31:28,17171.0,1.4,0.8905168354132329,16988,2014-04-17,MM256,,,,,714.0,,
,2014-04-17 17:22:23,2014-04-17 17:30:30,487.0,1.1,0.9113636363636364,264,2014-04-17,MM256,,,,,715.0,,
,2014-04-17 17:32:33,2014-04-17 17:34:02,89.0,0.9,0.7194444444444444,72,2014-04-17,MM256,,,,,716.0,,
,2014-04-17 17:36:51,2014-04-17 17:40:54,243.0,1.0,0.7721311475409837,122,2014-04-17,MM256,,,,,717.0,,
,2014-04-17 17:48:01,2014-04-17 17:48:48,47.0,1.0,0.8458333333333333,48,2014-04-17,MM256,,,,,718.0,,
,2014-04-17 17:53:47,2014-04-17 17:54:12,25.0,0.8,0.7142857142857143,14,2014-04-17,MM256,,,,,719.0,,
,2014-04-17 17:56:41,2014-04-17 17:57:18,37.0,0.9,0.80625,32,2014-04-17,MM256,,,,,720.0,,
,2014-04-17 18:01:01,2014-04-17 18:53:39,3158.0,1.2,0.8281896551724138,2320,2014-04-17,MM256,,,,,721.0,,
,2014-04-17 21:47:30,2014-04-17 22:00:31,781.0,1.0,0.8383631713554988,782,2014-04-17,MM256,,,,,722.0,,
,2014-04-17 22:28:08,2014-04-17 22:31:33,205.0,0.8,0.711864406779661,118,2014-04-17,MM256,,,,,723.0,,
,2014-04-17 22:41:50,2014-04-17 22:45:17,207.0,0.9,0.7441558441558441,154,2014-04-17,MM256,,,,,724.0,,
,2014-04-17 23:00:52,2014-04-17 23:05:33,281.0,0.8,0.7225806451612904,186,2014-04-17,MM256,,,,,725.0,,
,2014-04-17 23:21:44,2014-04-17 23:22:31,47.0,0.7,0.7,38,2014-04-17,MM256,,,,,726.0,,
,2014-04-17 23:31:06,2014-04-17 23:34:55,229.0,0.7,0.7,50,2014-04-17,MM256,,,,,727.0,,
,2014-04-17 23:41:44,2014-04-17 23:43:53,129.0,0.8,0.7096774193548387,62,2014-04-17,MM256,,,,,728.0,,
,2014-04-17 23:54:16,2014-04-17 23:55:59,103.0,0.9,0.7846153846153847,104,2014-04-17,MM256,,,,,729.0,,
,2014-04-17 23:58:44,2014-04-18 00:03:27,283.0,1.0,0.8036697247706422,218,2014-04-17,MM256,,,,,730.0,,
,2014-04-18 00:12:44,2014-04-18 00:12:45,1.0,0.7,0.7,2,2014-04-18,MM256,,,,,731.0,,
,2014-04-18 00:17:40,2014-04-18 01:18:45,3665.0,1.1,0.7401997503121098,3204,2014-04-18,MM256,,,,,732.0,,
,2014-04-18 01:30:26,2014-04-18 01:42:11,705.0,0.9,0.7295597484276729,318,2014-04-18,MM256,,,,,733.0,,
,2014-04-18 01:48:04,2014-04-18 03:53:13,7509.0,1.3,0.8387270765911543,7416,2014-04-18,MM256,,,,,734.0,,
,2014-04-18 03:55:26,2014-04-18 03:57:21,115.0,0.7,0.7,14,2014-04-18,MM256,,,,,735.0,,
,2014-04-18 03:59:30,2014-04-18 04:45:08,2738.0,1.2,0.7257725180802103,1521,2014-04-18,MM256,,,,,736.0,,
,2014-04-18 04:47:55,2014-04-18 05:18:46,1851.0,1.0,0.7351573187414501,1462,2014-04-18,MM256,,,,,737.0,,
,2014-04-18 05:23:53,2014-04-18 12:49:20,26727.0,1.2,0.816050213844448,25252,2014-04-18,MM256,,,,,738.0,,
,2014-04-18 12:53:23,2014-04-18 12:57:42,259.0,1.0,0.7568181818181817,176,2014-04-18,MM256,,,,,739.0,,
,2014-04-18 12:59:55,2014-04-18 14:44:06,6251.0,1.0,0.762515114873035,4962,2014-04-18,MM256,,,,,740.0,,
,2014-04-18 14:46:17,2014-04-18 14:50:00,223.0,0.7,0.7,40,2014-04-18,MM256,,,,,741.0,,
,2014-04-18 14:56:33,2014-04-18 15:01:28,295.0,0.7,0.7,90,2014-04-18,MM256,,,,,742.0,,
,2014-04-18 15:06:01,2014-04-18 15:06:44,43.0,0.8,0.7090909090909091,44,2014-04-18,MM256,,,,,743.0,,
,2014-04-18 15:09:49,2014-04-18 15:36:44,1615.0,1.1,0.7737499999999999,1280,2014-04-18,MM256,,,,,744.0,,
,2014-04-18 16:00:49,2014-04-18 16:09:46,537.0,0.7,0.7,338,2014-04-18,MM256,,,,,745.0,,
,2014-04-18 16:13:09,2014-04-18 16:17:36,267.0,0.7,0.7,140,2014-04-18,MM256,,,,,746.0,,
,2014-04-18 16:22:05,2014-04-18 16:22:08,3.0,0.7,0.7,4,2014-04-18,MM256,,,,,747.0,,
,2014-04-18 16:24:49,2014-04-18 16:25:00,11.0,0.7,0.7,10,2014-04-18,MM256,,,,,748.0,,
,2014-04-18 16:28:49,2014-04-18 16:28:50,1.0,0.7,0.7,2,2014-04-18,MM256,,,,,749.0,,
,2014-04-18 16:36:23,2014-04-18 16:36:58,35.0,0.7,0.7,8,2014-04-18,MM256,,,,,750.0,,
,2014-04-18 16:42:27,2014-04-18 16:53:04,637.0,0.7,0.7,146,2014-04-18,MM256,,,,,751.0,,
,2014-04-18 16:55:35,2014-04-18 17:01:26,351.0,0.7,0.7,32,2014-04-18,MM256,,,,,752.0,,
,2014-04-18 17:07:13,2014-04-18 17:19:08,715.0,0.8,0.7198324022346368,716,2014-04-18,MM256,,,,,753.0,,
,2014-04-18 21:26:04,2014-04-18 21:26:05,1.0,0.7,0.7,2,2014-04-18,MM256,,,,,754.0,,
,2014-04-18 21:28:14,2014-04-18 21:47:01,1127.0,1.1,0.845618556701031,776,2014-04-18,MM256,,,,,755.0,,
,2014-04-18 21:50:08,2014-04-18 22:02:51,763.0,1.3,0.7869969040247677,646,2014-04-18,MM256,,,,,756.0,,
,2014-04-18 22:07:30,2014-04-18 22:08:53,83.0,0.7,0.7,72,2014-04-18,MM256,,,,,757.0,,
,2014-04-18 22:33:12,2014-04-18 22:36:33,201.0,0.8,0.7269230769230769,104,2014-04-18,MM256,,,,,758.0,,
,2014-04-18 22:44:44,2014-04-18 22:45:55,71.0,0.7,0.6999999999999998,6,2014-04-18,MM256,,,,,759.0,,
,2014-04-18 22:50:32,2014-04-18 22:50:35,3.0,0.7,0.7,4,2014-04-18,MM256,,,,,760.0,,
,2014-04-18 23:18:50,2014-04-18 23:18:55,5.0,0.7,0.6999999999999998,6,2014-04-18,MM256,,,,,761.0,,
,2014-04-18 23:22:34,2014-04-18 23:23:33,59.0,0.7,0.7,20,2014-04-18,MM256,,,,,762.0,,
,2014-04-18 23:56:16,2014-04-19 00:04:11,475.0,0.9,0.7684210526315789,418,2014-04-18,MM256,,,,,763.0,,
,2014-04-19 00:06:34,2014-04-19 00:06:57,23.0,0.7,0.6999999999999998,24,2014-04-19,MM256,,,,,764.0,,
,2014-04-19 02:01:29,2014-04-19 02:02:46,77.0,0.7,0.7,26,2014-04-19,MM256,,,,,765.0,,
,2014-04-19 02:08:11,2014-04-19 02:28:58,1247.0,0.9,0.7656976744186047,1032,2014-04-19,MM256,,,,,766.0,,
,2014-04-19 02:31:45,2014-04-19 02:35:48,243.0,0.7,0.7,62,2014-04-19,MM256,,,,,767.0,,
,2014-04-19 02:50:47,2014-04-19 02:53:18,151.0,0.8,0.7017241379310344,116,2014-04-19,MM256,,,,,768.0,,
,2014-04-19 04:21:43,2014-04-19 04:24:12,149.0,0.8,0.7046153846153845,130,2014-04-19,MM256,,,,,769.0,,
,2014-04-19 04:27:09,2014-04-19 09:04:07,16618.0,1.3,0.7851165186043517,15534,2014-04-19,MM256,,,,,770.0,,
,2014-04-19 11:08:50,2014-04-19 11:19:03,613.0,0.9,0.766530612244898,490,2014-04-19,MM256,,,,,771.0,,
,2014-04-19 12:32:50,2014-04-19 12:32:59,9.0,0.7,0.7,10,2014-04-19,MM256,,,,,772.0,,
,2014-04-19 12:38:46,2014-04-19 12:42:53,247.0,0.7,0.7,20,2014-04-19,MM256,,,,,773.0,,
,2014-04-19 12:56:34,2014-04-19 12:58:33,119.0,0.7,0.7,4,2014-04-19,MM256,,,,,774.0,,
,2014-04-19 13:05:34,2014-04-19 13:05:37,3.0,0.7,0.7,4,2014-04-19,MM256,,,,,775.0,,
,2014-04-19 13:33:32,2014-04-19 13:33:51,19.0,0.7,0.7,8,2014-04-19,MM256,,,,,776.0,,
,2014-04-19 14:44:24,2014-04-19 14:44:29,5.0,0.7,0.6999999999999998,6,2014-04-19,MM256,,,,,777.0,,
,2014-04-20 00:23:12,2014-04-20 00:23:15,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,778.0,,
,2014-04-20 00:28:59,2014-04-20 00:29:00,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,779.0,,
,2014-04-20 00:34:03,2014-04-20 00:36:14,131.0,0.7,0.7,14,2014-04-20,MM256,,,,,780.0,,
,2014-04-20 00:45:59,2014-04-20 00:47:46,107.0,0.7,0.7,16,2014-04-20,MM256,,,,,781.0,,
,2014-04-20 00:51:15,2014-04-20 00:51:18,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,782.0,,
,2014-04-20 00:54:29,2014-04-20 01:01:42,433.0,0.7,0.6999999999999998,48,2014-04-20,MM256,,,,,783.0,,
,2014-04-20 01:03:43,2014-04-20 01:38:06,2063.0,1.3,0.8970119521912351,2008,2014-04-20,MM256,,,,,784.0,,
,2014-04-20 01:41:53,2014-04-20 01:42:18,25.0,0.7,0.6999999999999998,12,2014-04-20,MM256,,,,,785.0,,
,2014-04-20 01:44:51,2014-04-20 02:12:10,1639.0,1.1,0.9119079837618403,1478,2014-04-20,MM256,,,,,786.0,,
,2014-04-20 04:15:29,2014-04-20 04:15:32,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,787.0,,
,2014-04-20 06:07:35,2014-04-20 06:07:38,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,788.0,,
,2014-04-20 06:10:11,2014-04-20 06:10:12,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,789.0,,
,2014-04-20 07:00:57,2014-04-20 07:01:00,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,790.0,,
,2014-04-20 12:00:21,2014-04-20 12:00:24,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,791.0,,
,2014-04-20 13:35:04,2014-04-20 13:36:27,83.0,0.7,0.7,4,2014-04-20,MM256,,,,,792.0,,
,2014-04-20 13:43:26,2014-04-20 13:43:29,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,793.0,,
,2014-04-20 13:47:02,2014-04-20 13:47:05,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,794.0,,
,2014-04-20 13:50:44,2014-04-20 13:50:47,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,795.0,,
,2014-04-20 13:54:54,2014-04-20 13:54:55,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,796.0,,
,2014-04-20 14:01:50,2014-04-20 14:01:57,7.0,0.7,0.7,8,2014-04-20,MM256,,,,,797.0,,
,2014-04-20 14:04:56,2014-04-20 14:04:57,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,798.0,,
,2014-04-20 14:07:04,2014-04-20 14:07:07,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,799.0,,
,2014-04-20 14:31:50,2014-04-20 14:31:51,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,800.0,,
,2014-04-20 15:13:26,2014-04-20 15:13:29,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,801.0,,
,2014-04-20 15:29:52,2014-04-20 15:29:57,5.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,802.0,,
,2014-04-20 15:34:28,2014-04-20 15:34:31,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,803.0,,
,2014-04-20 15:36:42,2014-04-20 15:37:13,31.0,0.7,0.7,10,2014-04-20,MM256,,,,,804.0,,
,2014-04-20 15:39:34,2014-04-20 15:39:35,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,805.0,,
,2014-04-20 15:43:20,2014-04-20 15:43:23,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,806.0,,
,2014-04-20 15:47:14,2014-04-20 15:47:29,15.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,807.0,,
,2014-04-20 15:51:48,2014-04-20 15:51:51,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,808.0,,
,2014-04-20 15:54:26,2014-04-20 15:56:05,99.0,0.7,0.7,4,2014-04-20,MM256,,,,,809.0,,
,2014-04-20 15:59:12,2014-04-20 15:59:13,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,810.0,,
,2014-04-20 16:02:14,2014-04-20 16:02:15,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,811.0,,
,2014-04-20 16:04:20,2014-04-20 16:04:45,25.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,812.0,,
,2014-04-20 16:07:56,2014-04-20 16:08:57,61.0,0.7,0.7,10,2014-04-20,MM256,,,,,813.0,,
,2014-04-20 16:13:00,2014-04-20 16:13:47,47.0,0.7,0.7,8,2014-04-20,MM256,,,,,814.0,,
,2014-04-20 16:16:44,2014-04-20 16:16:45,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,815.0,,
,2014-04-20 16:25:13,2014-04-20 16:25:14,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,816.0,,
,2014-04-20 16:32:55,2014-04-20 16:33:20,25.0,0.7,0.7,4,2014-04-20,MM256,,,,,817.0,,
,2014-04-20 16:40:25,2014-04-20 16:40:26,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,818.0,,
,2014-04-20 16:48:57,2014-04-20 16:48:58,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,819.0,,
,2014-04-20 17:06:55,2014-04-20 17:06:56,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,820.0,,
,2014-04-20 17:23:29,2014-04-20 17:23:30,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,821.0,,
,2014-04-20 17:26:11,2014-04-20 17:26:12,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,822.0,,
,2014-04-20 17:29:09,2014-04-20 17:32:10,181.0,0.7,0.7,14,2014-04-20,MM256,,,,,823.0,,
,2014-04-20 17:34:59,2014-04-20 17:35:04,5.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,824.0,,
,2014-04-20 17:41:27,2014-04-20 18:08:32,1625.0,0.7,0.6999999999999998,192,2014-04-20,MM256,,,,,825.0,,
,2014-04-20 18:13:37,2014-04-20 18:14:00,23.0,0.7,0.7,8,2014-04-20,MM256,,,,,826.0,,
,2014-04-20 18:17:59,2014-04-20 18:18:02,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,827.0,,
,2014-04-20 18:21:29,2014-04-20 18:22:20,51.0,0.7,0.7,10,2014-04-20,MM256,,,,,828.0,,
,2014-04-20 18:31:27,2014-04-20 18:32:02,35.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,829.0,,
,2014-04-20 18:38:30,2014-04-20 18:38:31,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,830.0,,
,2014-04-20 18:50:06,2014-04-20 18:50:09,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,831.0,,
,2014-04-20 18:52:28,2014-04-20 18:52:31,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,832.0,,
,2014-04-20 18:56:58,2014-04-20 18:57:05,7.0,0.7,0.7,4,2014-04-20,MM256,,,,,833.0,,
,2014-04-20 19:07:20,2014-04-20 19:07:21,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,834.0,,
,2014-04-20 19:13:58,2014-04-20 19:13:59,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,835.0,,
,2014-04-20 19:26:40,2014-04-20 19:26:45,5.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,836.0,,
,2014-04-20 19:38:38,2014-04-20 19:38:39,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,837.0,,
,2014-04-20 19:44:32,2014-04-20 19:44:35,3.0,0.7,0.7,4,2014-04-20,MM256,,,,,838.0,,
,2014-04-20 20:12:04,2014-04-20 20:12:05,1.0,0.7,0.7,2,2014-04-20,MM256,,,,,839.0,,
,2014-04-20 23:35:31,2014-04-20 23:36:46,75.0,0.7,0.6999999999999998,6,2014-04-20,MM256,,,,,840.0,,
,2014-04-21 11:18:06,2014-04-21 11:18:07,1.0,0.7,0.7,2,2014-04-21,MM256,,,,,841.0,,
,2014-04-21 11:49:32,2014-04-21 11:49:37,5.0,0.7,0.6999999999999998,6,2014-04-21,MM256,,,,,842.0,,
,2014-04-21 13:01:22,2014-04-21 13:01:23,1.0,0.7,0.7,2,2014-04-21,MM256,,,,,843.0,,
,2014-04-21 13:25:36,2014-04-21 13:28:03,147.0,0.7,0.7,8,2014-04-21,MM256,,,,,844.0,,
,2014-04-21 13:42:22,2014-04-21 13:42:23,1.0,0.7,0.7,2,2014-04-21,MM256,,,,,845.0,,
,2014-04-21 15:16:18,2014-04-21 15:16:19,1.0,0.7,0.7,2,2014-04-21,MM256,,,,,846.0,,
,2014-04-21 15:29:42,2014-04-21 15:29:43,1.0,0.7,0.7,2,2014-04-21,MM256,,,,,847.0,,
,2014-04-22 05:27:35,2014-04-22 05:27:42,7.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,848.0,,
,2014-04-22 05:30:41,2014-04-22 05:31:48,67.0,0.7,0.7,14,2014-04-22,MM256,,,,,849.0,,
,2014-04-22 05:36:15,2014-04-22 05:36:20,5.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,850.0,,
,2014-04-22 05:39:41,2014-04-22 05:39:48,7.0,0.7,0.7,8,2014-04-22,MM256,,,,,851.0,,
,2014-04-22 05:42:07,2014-04-22 05:43:44,97.0,0.7,0.7,16,2014-04-22,MM256,,,,,852.0,,
,2014-04-22 05:45:47,2014-04-22 05:46:02,15.0,0.7,0.7,16,2014-04-22,MM256,,,,,853.0,,
,2014-04-22 05:53:11,2014-04-22 06:07:36,865.0,0.8,0.7091954022988506,435,2014-04-22,MM256,,,,,854.0,,
,2014-04-22 06:09:57,2014-04-22 06:10:28,31.0,0.7,0.7,16,2014-04-22,MM256,,,,,855.0,,
,2014-04-22 06:13:45,2014-04-22 06:15:12,87.0,0.7,0.7,30,2014-04-22,MM256,,,,,856.0,,
,2014-04-22 06:24:29,2014-04-22 06:27:46,197.0,0.7,0.7,34,2014-04-22,MM256,,,,,857.0,,
,2014-04-22 06:45:21,2014-04-22 06:47:54,153.0,0.7,0.7,18,2014-04-22,MM256,,,,,858.0,,
,2014-04-22 07:28:29,2014-04-22 07:29:10,41.0,0.7,0.7,40,2014-04-22,MM256,,,,,859.0,,
,2014-04-22 08:06:35,2014-04-22 08:06:36,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,860.0,,
,2014-04-22 08:08:51,2014-04-22 08:16:16,445.0,0.8,0.7051546391752577,194,2014-04-22,MM256,,,,,861.0,,
,2014-04-22 08:18:51,2014-04-22 08:25:32,401.0,0.8,0.705524861878453,362,2014-04-22,MM256,,,,,862.0,,
,2014-04-22 09:13:27,2014-04-22 09:13:30,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,863.0,,
,2014-04-22 09:40:09,2014-04-22 09:48:36,507.0,0.8,0.7035211267605633,284,2014-04-22,MM256,,,,,864.0,,
,2014-04-22 09:51:55,2014-04-22 09:54:52,177.0,0.7,0.7,18,2014-04-22,MM256,,,,,865.0,,
,2014-04-22 10:31:05,2014-04-22 10:36:54,349.0,0.7,0.7,276,2014-04-22,MM256,,,,,866.0,,
,2014-04-22 10:42:00,2014-04-22 11:04:24,1344.0,1.0,0.7424794895168642,1097,2014-04-22,MM256,,,,,867.0,,
,2014-04-22 11:06:35,2014-04-22 11:07:12,37.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,868.0,,
,2014-04-22 11:09:39,2014-04-22 11:10:34,55.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,869.0,,
,2014-04-22 11:39:03,2014-04-22 11:40:44,101.0,0.7,0.7,8,2014-04-22,MM256,,,,,870.0,,
,2014-04-22 12:07:03,2014-04-22 12:07:04,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,871.0,,
,2014-04-22 12:19:44,2014-04-22 12:19:54,10.0,0.7,0.7,9,2014-04-22,MM256,,,,,872.0,,
,2014-04-22 12:23:38,2014-04-22 12:23:41,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,873.0,,
,2014-04-22 12:29:54,2014-04-22 12:29:55,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,874.0,,
,2014-04-22 12:32:14,2014-04-22 12:32:17,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,875.0,,
,2014-04-22 12:44:04,2014-04-22 12:44:57,53.0,0.7,0.7,4,2014-04-22,MM256,,,,,876.0,,
,2014-04-22 12:59:21,2014-04-22 12:59:22,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,877.0,,
,2014-04-22 13:02:32,2014-04-22 13:02:33,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,878.0,,
,2014-04-22 13:09:57,2014-04-22 13:10:26,29.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,879.0,,
,2014-04-22 13:13:21,2014-04-22 13:13:24,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,880.0,,
,2014-04-22 13:21:47,2014-04-22 13:23:44,117.0,0.7,0.7,10,2014-04-22,MM256,,,,,881.0,,
,2014-04-22 13:26:39,2014-04-22 13:26:42,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,882.0,,
,2014-04-22 13:32:05,2014-04-22 13:33:20,75.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,883.0,,
,2014-04-22 13:42:03,2014-04-22 13:42:04,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,884.0,,
,2014-04-22 13:48:29,2014-04-22 13:48:34,5.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,885.0,,
,2014-04-22 13:52:13,2014-04-22 13:52:16,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,886.0,,
,2014-04-22 14:01:15,2014-04-22 14:03:00,105.0,0.7,0.6999999999999998,6,2014-04-22,MM256,,,,,887.0,,
,2014-04-22 14:05:51,2014-04-22 14:06:54,63.0,0.7,0.7,8,2014-04-22,MM256,,,,,888.0,,
,2014-04-22 14:10:05,2014-04-22 14:10:06,1.0,0.7,0.7,2,2014-04-22,MM256,,,,,889.0,,
,2014-04-22 14:19:01,2014-04-22 14:19:04,3.0,0.7,0.7,4,2014-04-22,MM256,,,,,890.0,,
,2014-04-22 19:11:50,2014-04-22 19:22:13,623.0,0.8,0.705194805194805,462,2014-04-22,MM256,,,,,891.0,,
,2014-04-22 19:43:50,2014-04-22 19:44:15,25.0,0.7,0.7,18,2014-04-22,MM256,,,,,892.0,,
,2014-04-23 00:39:16,2014-04-23 00:40:15,59.0,0.7,0.7,60,2014-04-23,MM256,,,,,893.0,,
,2014-04-23 00:57:42,2014-04-23 01:02:55,313.0,0.7,0.7,170,2014-04-23,MM256,,,,,894.0,,
,2014-04-23 02:17:34,2014-04-23 02:18:01,27.0,0.7,0.7,28,2014-04-23,MM256,,,,,895.0,,
,2014-04-23 02:32:27,2014-04-23 02:33:34,67.0,0.9,0.7294117647058824,68,2014-04-23,MM256,,,,,896.0,,
,2014-04-23 03:01:56,2014-04-23 03:05:40,224.0,0.7,0.7,117,2014-04-23,MM256,,,,,897.0,,
,2014-04-23 03:44:41,2014-04-23 03:44:46,5.0,0.7,0.6999999999999998,6,2014-04-23,MM256,,,,,898.0,,
,2014-04-23 04:07:51,2014-04-23 04:09:16,85.0,0.7,0.7,8,2014-04-23,MM256,,,,,899.0,,
,2014-04-23 04:31:55,2014-04-23 04:31:56,1.0,0.7,0.7,2,2014-04-23,MM256,,,,,900.0,,
,2014-04-23 04:36:17,2014-04-23 04:47:14,657.0,0.8,0.7588014981273408,534,2014-04-23,MM256,,,,,901.0,,
,2014-04-23 05:07:03,2014-04-23 05:09:18,135.0,0.7,0.7,124,2014-04-23,MM256,,,,,902.0,,
,2014-04-23 05:11:35,2014-04-23 05:16:30,295.0,0.7,0.7,272,2014-04-23,MM256,,,,,903.0,,
,2014-04-23 05:36:15,2014-04-23 05:36:46,31.0,0.7,0.7,20,2014-04-23,MM256,,,,,904.0,,
,2014-04-23 05:52:40,2014-04-23 05:54:17,97.0,0.7,0.7,80,2014-04-23,MM256,,,,,905.0,,
,2014-04-23 06:15:08,2014-04-23 06:19:31,263.0,0.9,0.7450704225352113,142,2014-04-23,MM256,,,,,906.0,,
,2014-04-23 06:40:22,2014-04-23 06:40:39,17.0,0.7,0.7,18,2014-04-23,MM256,,,,,907.0,,
,2014-04-23 06:45:34,2014-04-23 06:45:55,21.0,0.7,0.7,10,2014-04-23,MM256,,,,,908.0,,
